Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2019.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2019.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Debt securities,K070000,AFA0300,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,0
2019.03,Other depository institutions,222,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,26
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,0
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,26
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,0
2019.03,Other depository institutions,222,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,0
2019.03,Other depository institutions,222,Revaluation Account Total non-financial assets,K070000,AN00000,26
2019.03,Other depository institutions,222,Revaluation Account Produced non-financial assets,K070000,AN10000,27
2019.03,Other depository institutions,222,Revaluation Account Non-produced non-financial assets,K070000,AN20000,-1
2019.03,Other depository institutions,222,Financial assets Closing balance Total financial assets,LE00000,AFA0000,3094
2019.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2019.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,8
2019.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,0
2019.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,3086
2019.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2019.03,Other depository institutions,222,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2019.03,Other depository institutions,222,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2019.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2019.03,Other depository institutions,222,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3239
2019.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2019.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,3037
2019.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2019.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2019.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,203
2019.03,Other depository institutions,222,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2019.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2019.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2019.03,Other depository institutions,222,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,145
2019.03,Other depository institutions,222,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,121
2019.03,Other depository institutions,222,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,24
2019.03,Other depository institutions,222,Financial assets Opening balance Total financial assets,LS00000,AFA0000,3077
2019.03,Other depository institutions,222,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2019.03,Other depository institutions,222,Financial assets Opening balance currency and deposits,LS00000,AFA0200,8
2019.03,Other depository institutions,222,Financial assets Opening balance debt securities,LS00000,AFA0300,0
2019.03,Other depository institutions,222,Financial assets Opening balance loans,LS00000,AFA0400,3069
2019.03,Other depository institutions,222,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,..
2019.03,Other depository institutions,222,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2019.03,Other depository institutions,222,Financial assets Opening balance financial derivatives,LS00000,AFA0700,..
2019.03,Other depository institutions,222,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,..
2019.03,Other depository institutions,222,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,3198
2019.03,Other depository institutions,222,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2019.03,Other depository institutions,222,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,3088
2019.03,Other depository institutions,222,Financial liabilities Opening balance debt securities,LS00000,AFL0300,..
2019.03,Other depository institutions,222,Financial liabilities Opening balance loans,LS00000,AFL0400,..
2019.03,Other depository institutions,222,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,110
2019.03,Other depository institutions,222,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2019.03,Other depository institutions,222,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,..
2019.03,Other depository institutions,222,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,..
2019.03,Other depository institutions,222,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,121
2019.03,Other depository institutions,222,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,97
2019.03,Other depository institutions,222,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,24
2019.03,Other depository institutions,222,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,2
2019.03,Other depository institutions,222,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,2
2019.03,Other depository institutions,222,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2019.03,Other depository institutions,222,Total net transactions in produced non-financial assets,P050000,AN10000,-3
2019.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,S
2019.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,S
2019.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2019.03,Investment funds,231,ISA Saving (net),B08N000,ISA,527
2019.03,Investment funds,231,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-5230
2019.03,Investment funds,231,Total net transactions in non-financial assets,B091N00,AN00000,8
2019.03,Investment funds,231,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,519
2019.03,Investment funds,231,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-4712
2019.03,Investment funds,231,Changes in net worth due to other changes in volume of assets,B102000,A000000,1837
2019.03,Investment funds,231,Changes in net worth due to nominal holding gains/losses,B103000,A000000,2866
2019.03,Investment funds,231,ISA Net capital taxes receivable,D910000,ISA,0
2019.03,Investment funds,231,ISA Net capital transfers receivable,D990000,ISA,0
2019.03,Investment funds,231,Financial assets Net transactions in financial assets,F000000,AFA0000,9713
2019.03,Investment funds,231,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2019.03,Investment funds,231,Financial assets Net transactions in currency and deposits,F000000,AFA0200,2495
2019.03,Investment funds,231,Financial assets Net transactions in debt securities,F000000,AFA0300,3776
2019.03,Investment funds,231,Financial assets Net transactions in loans,F000000,AFA0400,1
2019.03,Investment funds,231,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,4000
2019.03,Investment funds,231,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2019.03,Investment funds,231,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2019.03,Investment funds,231,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,-560
2019.03,Investment funds,231,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,14425
2019.03,Investment funds,231,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2019.03,Investment funds,231,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2019.03,Investment funds,231,Financial liabilities Net transactions in debt securities,F000000,AFL0300,0
2019.03,Investment funds,231,Financial liabilities Net transactions in loans,F000000,AFL0400,20
2019.03,Investment funds,231,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,14527
2019.03,Investment funds,231,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2019.03,Investment funds,231,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2019.03,Investment funds,231,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,-122
2019.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2019.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,1837
2019.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,0
2019.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,0
2019.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2019.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2019.03,Investment funds,231,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,2928
2019.03,Investment funds,231,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2019.03,Investment funds,231,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2019.03,Investment funds,231,Revaluation Account Financial assets Debt securities,K070000,AFA0300,1283
2019.03,Investment funds,231,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2019.03,Investment funds,231,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,1601
2019.03,Investment funds,231,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2019.03,Investment funds,231,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,44
2019.03,Investment funds,231,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2019.03,Investment funds,231,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,58
2019.03,Investment funds,231,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2019.03,Investment funds,231,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2019.03,Investment funds,231,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,0
2019.03,Investment funds,231,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2019.03,Investment funds,231,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,0
2019.03,Investment funds,231,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2019.03,Investment funds,231,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,58
2019.03,Investment funds,231,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,0
2019.03,Investment funds,231,Revaluation Account Total non-financial assets,K070000,AN00000,-4
2019.03,Investment funds,231,Revaluation Account Produced non-financial assets,K070000,AN10000,11
2019.03,Investment funds,231,Revaluation Account Non-produced non-financial assets,K070000,AN20000,-15
2019.03,Investment funds,231,Financial assets Closing balance Total financial assets,LE00000,AFA0000,125615
2019.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2019.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,26751
2019.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,41064
2019.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,10
2019.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,57002
2019.03,Investment funds,231,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,0
2019.03,Investment funds,231,Financial assets Closing balance financial derivatives,LE00000,AFA0700,88
2019.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,700
2019.03,Investment funds,231,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,125739
2019.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2019.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2019.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2019.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,20
2019.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,125334
2019.03,Investment funds,231,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2019.03,Investment funds,231,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,197
2019.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,189
2019.03,Investment funds,231,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,124
2019.03,Investment funds,231,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,124
2019.03,Investment funds,231,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2019.03,Investment funds,231,Financial assets Opening balance Total financial assets,LS00000,AFA0000,111137
2019.03,Investment funds,231,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2019.03,Investment funds,231,Financial assets Opening balance currency and deposits,LS00000,AFA0200,24256
2019.03,Investment funds,231,Financial assets Opening balance debt securities,LS00000,AFA0300,36005
2019.03,Investment funds,231,Financial assets Opening balance loans,LS00000,AFA0400,8
2019.03,Investment funds,231,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,49564
2019.03,Investment funds,231,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,0
2019.03,Investment funds,231,Financial assets Opening balance financial derivatives,LS00000,AFA0700,44
2019.03,Investment funds,231,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,1260
2019.03,Investment funds,231,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,111256
2019.03,Investment funds,231,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2019.03,Investment funds,231,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2019.03,Investment funds,231,Financial liabilities Opening balance debt securities,LS00000,AFL0300,0
2019.03,Investment funds,231,Financial liabilities Opening balance loans,LS00000,AFL0400,0
2019.03,Investment funds,231,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,110807
2019.03,Investment funds,231,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2019.03,Investment funds,231,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,139
2019.03,Investment funds,231,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,311
2019.03,Investment funds,231,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,120
2019.03,Investment funds,231,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,120
2019.03,Investment funds,231,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,0
2019.03,Investment funds,231,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,15
2019.03,Investment funds,231,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,15
2019.03,Investment funds,231,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2019.03,Investment funds,231,Total net transactions in produced non-financial assets,P050000,AN10000,-7
2019.03,Investment funds,231,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-7
2019.03,Investment funds,231,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,0
2019.03,Investment funds,231,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,ISA Saving (net),B08N000,ISA,449
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,122
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Total net transactions in non-financial assets,B091N00,AN00000,-23
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,472
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,594
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Changes in net worth due to nominal holding gains/losses,B103000,A000000,-42
2019.03,Other financial intermediaries excluding insurance and pension funds,241,ISA Net capital taxes receivable,D910000,ISA,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,ISA Net capital transfers receivable,D990000,ISA,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in financial assets,F000000,AFA0000,14763
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in currency and deposits,F000000,AFA0200,53
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in debt securities,F000000,AFA0300,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in loans,F000000,AFA0400,3426
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,-787
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in financial derivatives,F000000,AFA0700,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,1117
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,14169
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in debt securities,F000000,AFL0300,8650
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in loans,F000000,AFL0400,-1887
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,7491
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,-85
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,1492
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,1596
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,104
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,-1445
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Debt securities,K070000,AFA0300,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Loans,K070000,AFA0400,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,6
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,-1258
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,574
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Loans,K070000,AFL0400,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,-1829
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,-5
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Total non-financial assets,K070000,AN00000,144
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Produced non-financial assets,K070000,AN10000,144
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Non-produced non-financial assets,K070000,AN20000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance Total financial assets,LE00000,AFA0000,100745
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2082
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,64207
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,27891
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,423
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives,LE00000,AFA0700,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,5273
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,102068
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,81545
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,12081
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,8102
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,70
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,270
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1125
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,674
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,451
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance Total financial assets,LS00000,AFA0000,85935
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance currency and deposits,LS00000,AFA0200,2028
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance debt securities,LS00000,AFA0300,53693
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance loans,LS00000,AFA0400,24465
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,1204
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance financial derivatives,LS00000,AFA0700,C
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,4156
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,87561
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance debt securities,LS00000,AFL0300,72321
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance loans,LS00000,AFL0400,13750
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,1060
