description,industry,level,size,line_code,value
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Other machinery & equipment,2,total,C2903.02,96
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Other manufacturing,2,total,C2903.02,159
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important","Electricity, gas, water, & waste services",1,total,C2903.02,69
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Construction,1,total,C2903.02,2487
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Wholesale trade,1,total,C2903.02,1452
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Machinery & equipment wholesaling,2,total,C2903.02,444
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Other wholesale trade,2,total,C2903.02,1005
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Retail trade,1,total,C2903.02,1689
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Accommodation & food services,1,total,C2903.02,2481
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important","Transport, postal, & warehousing",1,total,C2903.02,588
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Information media & telecommunications,1,total,C2903.02,153
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Publishing,2,total,C2903.02,39
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Motion picture,2,total,C2903.02,72
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Telecommunications,2,total,C2903.02,39
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Financial & insurance services,1,total,C2903.02,222
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Finance,2,total,C2903.02,81
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Insurance,2,total,C2903.02,18
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Auxiliary,2,total,C2903.02,123
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important","Rental, hiring, & real estate services",1,total,C2903.02,408
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important","Professional, scientific, & technical services",1,total,C2903.02,1974
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Computer systems design,2,total,C2903.02,369
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Other professional scientific,2,total,C2903.02,1608
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Administrative & support services,1,total,C2903.02,567
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Education & training,1,total,C2903.02,348
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Health care & social assistance,1,total,C2903.02,882
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Arts & recreation services,1,total,C2903.02,168
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",Other services,1,total,C2903.02,504
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: moderately important",total,0,total,C2903.02,17352
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",total,0,6–19 employees,C2903.03,19257
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",total,0,20–49 employees,C2903.03,4974
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",total,0,50–99 employees,C2903.03,1500
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",total,0,100+ employees,C2903.03,1236
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Agriculture, forestry, & fishing",1,total,C2903.03,2007
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Agriculture,2,total,C2903.03,1368
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Commercial fishing,2,total,C2903.03,18
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Forestry & logging,2,total,C2903.03,129
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Agriculture, forestry, & fishing support services",2,total,C2903.03,492
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Mining,1,total,C2903.03,66
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Manufacturing,1,total,C2903.03,2937
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Food, beverage, & tobacco",2,total,C2903.03,663
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Textile, clothing, footwear, & leather",2,total,C2903.03,123
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Wood & paper product,2,total,C2903.03,291
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Printing, publishing, & recorded media",2,total,C2903.03,84
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Petroleum, coal, chemical, & associated product",2,total,C2903.03,231
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Non-metallic mineral product,2,total,C2903.03,117
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Metal product,2,total,C2903.03,528
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Transport and industrial machinery & equipment,2,total,C2903.03,570
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Other machinery & equipment,2,total,C2903.03,132
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Other manufacturing,2,total,C2903.03,198
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Electricity, gas, water, & waste services",1,total,C2903.03,123
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Construction,1,total,C2903.03,3996
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Wholesale trade,1,total,C2903.03,1452
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Machinery & equipment wholesaling,2,total,C2903.03,453
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Other wholesale trade,2,total,C2903.03,999
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Retail trade,1,total,C2903.03,2973
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Accommodation & food services,1,total,C2903.03,3990
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Transport, postal, & warehousing",1,total,C2903.03,909
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Information media & telecommunications,1,total,C2903.03,240
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Publishing,2,total,C2903.03,108
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Motion picture,2,total,C2903.03,54
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Telecommunications,2,total,C2903.03,75
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Financial & insurance services,1,total,C2903.03,372
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Finance,2,total,C2903.03,99
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Insurance,2,total,C2903.03,15
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Auxiliary,2,total,C2903.03,258
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Rental, hiring, & real estate services",1,total,C2903.03,552
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important","Professional, scientific, & technical services",1,total,C2903.03,2868
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Computer systems design,2,total,C2903.03,552
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Other professional scientific,2,total,C2903.03,2319
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Administrative & support services,1,total,C2903.03,1032
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Education & training,1,total,C2903.03,711
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Health care & social assistance,1,total,C2903.03,1704
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Arts & recreation services,1,total,C2903.03,324
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",Other services,1,total,C2903.03,699
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: very important",total,0,total,C2903.03,26967
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",total,0,6–19 employees,C2903.04,1125
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",total,0,20–49 employees,C2903.04,222
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",total,0,50–99 employees,C2903.04,45
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",total,0,100+ employees,C2903.04,54
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Agriculture, forestry, & fishing",1,total,C2903.04,192
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Agriculture,2,total,C2903.04,123
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Commercial fishing,2,total,C2903.04,0
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Forestry & logging,2,total,C2903.04,9
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Agriculture, forestry, & fishing support services",2,total,C2903.04,60
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Mining,1,total,C2903.04,6
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Manufacturing,1,total,C2903.04,174
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Food, beverage, & tobacco",2,total,C2903.04,48
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Textile, clothing, footwear, & leather",2,total,C2903.04,12
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Wood & paper product,2,total,C2903.04,21
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Printing, publishing, & recorded media",2,total,C2903.04,3
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Petroleum, coal, chemical, & associated product",2,total,C2903.04,9
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Non-metallic mineral product,2,total,C2903.04,0
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Metal product,2,total,C2903.04,21
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Transport and industrial machinery & equipment,2,total,C2903.04,36
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Other machinery & equipment,2,total,C2903.04,3
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Other manufacturing,2,total,C2903.04,18
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Electricity, gas, water, & waste services",1,total,C2903.04,3
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Construction,1,total,C2903.04,174
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Wholesale trade,1,total,C2903.04,156
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Machinery & equipment wholesaling,2,total,C2903.04,24
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Other wholesale trade,2,total,C2903.04,132
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Retail trade,1,total,C2903.04,120
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Accommodation & food services,1,total,C2903.04,174
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Transport, postal, & warehousing",1,total,C2903.04,72
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Information media & telecommunications,1,total,C2903.04,6
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Publishing,2,total,C2903.04,0
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Motion picture,2,total,C2903.04,0
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Telecommunications,2,total,C2903.04,3
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Financial & insurance services,1,total,C2903.04,12
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Finance,2,total,C2903.04,6
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Insurance,2,total,C2903.04,0
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Auxiliary,2,total,C2903.04,9
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Rental, hiring, & real estate services",1,total,C2903.04,24
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know","Professional, scientific, & technical services",1,total,C2903.04,66
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Computer systems design,2,total,C2903.04,9
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Other professional scientific,2,total,C2903.04,60
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Administrative & support services,1,total,C2903.04,33
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Education & training,1,total,C2903.04,27
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Health care & social assistance,1,total,C2903.04,129
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Arts & recreation services,1,total,C2903.04,9
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",Other services,1,total,C2903.04,60
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees within this business: don't know",total,0,total,C2903.04,1443
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",total,0,6–19 employees,C2904.01,4893
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",total,0,20–49 employees,C2904.01,936
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",total,0,50–99 employees,C2904.01,177
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",total,0,100+ employees,C2904.01,90
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Agriculture, forestry, & fishing",1,total,C2904.01,624
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Agriculture,2,total,C2904.01,378
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Commercial fishing,2,total,C2904.01,18
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Forestry & logging,2,total,C2904.01,36
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Agriculture, forestry, & fishing support services",2,total,C2904.01,195
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Mining,1,total,C2904.01,9
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Manufacturing,1,total,C2904.01,921
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Food, beverage, & tobacco",2,total,C2904.01,213
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Textile, clothing, footwear, & leather",2,total,C2904.01,69
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Wood & paper product,2,total,C2904.01,87
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Printing, publishing, & recorded media",2,total,C2904.01,63
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Petroleum, coal, chemical, & associated product",2,total,C2904.01,120
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Non-metallic mineral product,2,total,C2904.01,24
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Metal product,2,total,C2904.01,159
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Transport and industrial machinery & equipment,2,total,C2904.01,120
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Other machinery & equipment,2,total,C2904.01,27
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Other manufacturing,2,total,C2904.01,45
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Electricity, gas, water, & waste services",1,total,C2904.01,36
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Construction,1,total,C2904.01,1020
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Wholesale trade,1,total,C2904.01,372
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Machinery & equipment wholesaling,2,total,C2904.01,102
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Other wholesale trade,2,total,C2904.01,267
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Retail trade,1,total,C2904.01,462
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Accommodation & food services,1,total,C2904.01,690
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Transport, postal, & warehousing",1,total,C2904.01,165
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Information media & telecommunications,1,total,C2904.01,57
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Publishing,2,total,C2904.01,21
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Motion picture,2,total,C2904.01,30
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Telecommunications,2,total,C2904.01,6
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Financial & insurance services,1,total,C2904.01,45
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Finance,2,total,C2904.01,15
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Insurance,2,total,C2904.01,3
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Auxiliary,2,total,C2904.01,30
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Rental, hiring, & real estate services",1,total,C2904.01,135
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important","Professional, scientific, & technical services",1,total,C2904.01,435
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Computer systems design,2,total,C2904.01,42
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Other professional scientific,2,total,C2904.01,393
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Administrative & support services,1,total,C2904.01,240
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Education & training,1,total,C2904.01,201
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Health care & social assistance,1,total,C2904.01,315
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Arts & recreation services,1,total,C2904.01,96
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",Other services,1,total,C2904.01,267
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: not important",total,0,total,C2904.01,6099
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",total,0,6–19 employees,C2904.02,14235
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",total,0,20–49 employees,C2904.02,3042
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",total,0,50–99 employees,C2904.02,966
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",total,0,100+ employees,C2904.02,744
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Agriculture, forestry, & fishing",1,total,C2904.02,1287
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Agriculture,2,total,C2904.02,765
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Commercial fishing,2,total,C2904.02,18
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Forestry & logging,2,total,C2904.02,132
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Agriculture, forestry, & fishing support services",2,total,C2904.02,375
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Mining,1,total,C2904.02,48
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Manufacturing,1,total,C2904.02,2247
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Food, beverage, & tobacco",2,total,C2904.02,492
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Textile, clothing, footwear, & leather",2,total,C2904.02,102
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Wood & paper product,2,total,C2904.02,219
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Printing, publishing, & recorded media",2,total,C2904.02,84
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Petroleum, coal, chemical, & associated product",2,total,C2904.02,156
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Non-metallic mineral product,2,total,C2904.02,93
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Metal product,2,total,C2904.02,477
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Transport and industrial machinery & equipment,2,total,C2904.02,336
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Other machinery & equipment,2,total,C2904.02,93
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Other manufacturing,2,total,C2904.02,192
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Electricity, gas, water, & waste services",1,total,C2904.02,78
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Construction,1,total,C2904.02,3069
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Wholesale trade,1,total,C2904.02,1329
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Machinery & equipment wholesaling,2,total,C2904.02,414
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Other wholesale trade,2,total,C2904.02,912
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Retail trade,1,total,C2904.02,1929
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Accommodation & food services,1,total,C2904.02,2814
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Transport, postal, & warehousing",1,total,C2904.02,675
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Information media & telecommunications,1,total,C2904.02,177
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Publishing,2,total,C2904.02,63
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Motion picture,2,total,C2904.02,75
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Telecommunications,2,total,C2904.02,33
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Financial & insurance services,1,total,C2904.02,240
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Finance,2,total,C2904.02,72
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Insurance,2,total,C2904.02,15
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Auxiliary,2,total,C2904.02,156
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Rental, hiring, & real estate services",1,total,C2904.02,426
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important","Professional, scientific, & technical services",1,total,C2904.02,1989
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Computer systems design,2,total,C2904.02,339
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Other professional scientific,2,total,C2904.02,1656
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Administrative & support services,1,total,C2904.02,699
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Education & training,1,total,C2904.02,324
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Health care & social assistance,1,total,C2904.02,918
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Arts & recreation services,1,total,C2904.02,246
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",Other services,1,total,C2904.02,483
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: moderately important",total,0,total,C2904.02,18987
"In determining entry wage of the business's newly hired employees, importance of wages and salaries of similar employees outside the business: very important",total,0,6–19 employees,C2904.03,14073
